Transcript	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT5G08570.2	1294.85	1005.51	1167.2	810.375	943.544	798.751
AT5G08570.3	87.0753	293.145	180.098	103.565	73.7509	201.662
AT5G08575.1	0	0	0	0	0	0
AT5G08580.1	237.995	280.264	236.615	386.023	258.307	320.443
AT5G08580.2	22.5263	22.4044	36.9394	34.9985	35.9031	41.2886
AT5G08585.1	0	0	0	0	0	0
AT5G08590.1	1127.1	1348.42	938.339	1841.31	1817.3	1822.72
AT5G08590.2	21.6129	106.579	25.6613	47.6853	99.704	101.203
AT5G08595.1	0	0	1	0	0	2
AT5G08600.1	54.9424	86.4179	8.99702	0.0397967	43.0236	39.0008
AT5G08600.2	0	0	56.0143	0	0	0
AT5G08600.3	24.0576	42.5821	0	49.0109	0	0
AT5G08605.1	0	1	0	0	0	0
AT5G08610.1	1519.21	1473.22	1686.96	1174.9	974.061	1110.93
AT5G08615.1	11.5089	13.8063	14.8665	33.1659	35.5664	37.0573
AT5G08620.1	600.324	556.016	450.69	515.099	416.939	493.844
AT5G08630.1	209.464	325.484	237.599	436.773	486	544.783
AT5G08630.2	0	0	0	0	0	0
AT5G08630.3	22.5356	13.0787	12.401	24.2265	0	12.217
AT5G08635.1	0	0	0	0	0	0
AT5G08640.1	350.622	325.494	292.207	484.799	538.936	525.223
AT5G08640.2	2.37777	13.5064	108.793	243.201	78.0641	27.7771
AT5G08645.1	0	0	0	0	0	1
AT5G08650.1	1049.32	1273.8	655.958	759.944	814.831	677.882
AT5G08650.2	5268.68	4878.2	4125.04	4425.06	5139.17	4690.12
AT5G08655.1	0	0	0	0	0	0
AT5G08660.1	137.689	56.4507	29.013	241.877	134.435	309.752
AT5G08660.2	0	78.4015	35.8685	53.3673	92.3663	42.2505
AT5G08660.3	19.5168	0	0	65.3503	99.4694	189.453
AT5G08660.4	73.7939	178.148	168.118	268.405	560.729	475.545
AT5G08665.1	0	0	0	0	0	0
AT5G08670.1	7702.59	6663.67	8939.69	8747.36	7191.76	8260.5
AT5G08675.1	0	0	0	0	0	0
AT5G08680.1	3431.21	3051.18	3815.15	4358.08	3351.35	3911.2
AT5G08685.1	0	0	0	0	0	0
AT5G08690.1	6475.19	5625.15	7552.15	5856.57	4977.9	5422.3
AT5G08695.1	1	1	0	0	0	0
AT5G08705.1	0	0	0	0	0	0
AT5G08710.1	296.144	313.649	207.831	339.156	379.595	341.282
AT5G08710.2	23.8557	36.3512	29.1686	27.1296	12.4053	19.7181
at5g08712	0	2	0	0	0	0
AT5G08715.1	0	2	1	1	1	0
at5g08717	0	0	0	0	0	0
AT5G08720.1	924	1172	739	733	887	786
AT5G08725.1	0	0	0	0	0	0
AT5G08730.1	0	0	0	1	0	0
AT5G08735.1	0	0	0	0	0	0
AT5G08740.1	1114	1099	983	978	1044	996
AT5G08745.1	0	1	0	1	1	0
AT5G08750.1	46.8569	78.8036	92.4259	111.2	88.5875	82.46
AT5G08750.10	80.4602	130.402	43.3666	145.85	64.7397	35.1035
AT5G08750.2	143.825	190.738	140.08	150.207	253.493	267.424
AT5G08750.3	0	0	0	0	1.42177e-8	0
AT5G08750.4	0	0	35.2008	29.7424	20.5768	10.2835
AT5G08750.5	0	0	0	0	4.59844e-5	0
AT5G08750.6	0	0	0	0	0	0
AT5G08750.7	0	0	0	0	0	0
AT5G08750.8	32.8577	16.0568	3.92635	8.79583e-4	12.6029	35.7285
AT5G08750.9	0	0	0	0	0	0
AT5G08755.1	0	0	0	0	0	0
AT5G08760.1	616	789	734	1682	1908	1633
AT5G08765.1	0	0	0	0	0	0
AT5G08770.1	116	130	114	164	191	201
AT5G08775.1	0	0	0	0	0	0
AT5G08780.1	85.5302	140.027	84.2264	142.912	129.428	131.562
AT5G08785.1	0	0	0	0	0	0
AT5G08790.1	291.47	328.973	361.774	1038.86	847.988	724.438
at5g08800	0	0	0	0	0	0
AT5G08805.1	2	0.5	0.5	0.5	0	0
AT5G08810.1	5.45744	4.50566	6.88004	6.7662	4.71997	1.9473800000000001
AT5G08815.1	1	0	0	0	0	0
AT5G08820.1	45.5772	82.5582	0	53.9244	47.042	77.3908
AT5G08825.1	23.1877	20.5368	23.1878	9.40765	20.3569	15.1062
AT5G08830.1	1.9997	0	1.99995	0.497578	1	2.39578
AT5G08835.1	0	0	0	4.49118	0	0
AT5G08840.1	0	2.27277	0	7.3465	0	3.97036
AT5G08845.1	0	0	0	0	0	0
AT5G08850.1	1	1	0	0	0	1
AT5G08855.1	18.7232	13.5223	10.4018	9.36161	6.24107	9.36161
AT5G08860.1	0.142461	0.161205	0.172452	1.50362	0.396405	0.593551
AT5G08865.1	7.59821	1.70982	1.77679	1.79911	1.86607	1.79911
AT5G08870.1	22.705	30.921	37.5356	64.0891	56.2486	34.2205
AT5G08875.1	3	3	0	1	3	1
AT5G08880.1	46.2546	76.7935	84.1568	64.0233	50.0722	47.1627
AT5G08885.1	5.99922	0	0	9.05355	0.0109084	10.8355
AT5G08890.1	0	0	0	0	0	0
AT5G08895.1	0	0	0	0	0	0
AT5G08900.1	0	0	0	0	0	0
AT5G08905.1	0	0	0	0	0	0
AT5G08910.1	0	0	0	0	0	0
AT5G08915.1	0	0	0	0	0	0
AT5G08920.1	0	13.3002	0.771201	0.383249	0	0
at5g08925	0	0	0	0	0	0
AT5G08930.1	0	0	0	0	0	0
AT5G08935.1	0	0.290782	0	0	1	0
AT5G08940.1	0	0	0	0	0	0
AT5G08945.1	0	0	0	0	0	0
AT5G08950.1	14.5321	13.4196	22.2665	20.5273	18.5467	17.2981
AT5G08955.1	5.50984	5.12834e-6	1.31244	19.5482	12.0443	9.26441
AT5G08960.1	0	0	0	0	0	0
AT5G08965.1	0	0	0	0	0	0
AT5G08970.1	0	0	0	0	0	0
AT5G08975.1	2	3	1	2	1	1
AT5G08980.1	39.5086	12.9595	21.2931	25.5236	19.4218	35.3566
AT5G08985.1	0	0	0	0	0	0
AT5G08990.1	9	7	3	31	28.366	14.2276
AT5G08995.1	0	0	0	0	0	0
AT5G09000.1	0	0	0	0.27763	0	0
AT5G09005.1	0	0	0	0	0	0
AT5G09010.1	0	0	0	0	0	0
AT5G09015.1	0	0	0	0	0	0
AT5G09020.1	0	0	1	0	0	0
AT5G09025.1	0	0	0	0	0	0
AT5G09030.1	0	0	0	0	0	0
AT5G09035.1	0	0	0	0	0	0
AT5G09040.1	0	0	0	0	0	0
AT5G09045.1	0	1	0	0	0	1
AT5G09050.1	0	0	0	0	0	0
AT5G09055.1	0	0	0	0	0	0
AT5G09060.1	0	0	1	1	1	0
AT5G09065.1	1.02072	4.08199	2.04281	0	4.08121	6.12142
AT5G09070.1	0	0	0	0	0	0
AT5G09080.1	0	0	0	0	0	0
AT5G09085.1	0	0	0	0	0	0
AT5G09090.1	0	0	0	0	0	0
AT5G09095.1	0	0	0	0	0	0
AT5G09100.1	0	0	0	0	0	0
AT5G09105.1	0	0	0	0	0	0
AT5G09110.1	0	0	0	0	0	0
AT5G09120.1	0	0	0	0	3.83193	0
AT5G09125.1	6	2	2	6	3	5
AT5G09130.1	0	0	0	0	0	0
AT5G09135.1	0	0	0	0	0	0
AT5G09140.1	0	0	0	0	0	0
AT5G09145.1	0	0	0	0	0	0
AT5G09150.1	2.27083	0.786644	13.6659	0.695066	4.72288	1.86217
AT5G09155.1	156.065	283.428	188.468	301.054	575.605	485.813
AT5G09160.1	9.74147	15.2955	8.43836	13.9145	16.1276	18.2817
AT5G09165.1	0	1.61707	0	0	0	0
AT5G09170.1	0	0	0	0	0	0
AT5G09175.1	0	4.67782	0	0	0	0
AT5G09175.2	0	0	0	0	0	5.10014
AT5G09175.3	38.109	28.7114	6.04467	151.213	119.563	106.633
AT5G09175.4	4.47952	21.4261	23.7857	0	20.7603	29.7546
AT5G09175.5	1.49234	10.8767	0	0	8.06741	6.67833
AT5G09185.1	27.8931	26.0595	35.8682	29.4141	32.894	32.6516
AT5G09190.1	1	0	0	0	1	0
AT5G09195.1	3	2	1	0	3	3
AT5G09200.1	0	0	0	1	1	2
AT5G09205.1	0	0	0	0	0	0
AT5G09210.1	0	0	0	0	0	1
AT5G09215.1	0	0	0	0	0	0
AT5G09220.1	2633	2475.73	3317	9901	7302	9576
AT5G09225.1	162	185	173	232	200	266
AT5G09230.1	48.2693	14.7938	33.9069	58.1397	134.378	146.024
AT5G09230.2	0	0	42.8348	15.0319	0	0
AT5G09230.3	66.2195	131.02	61.0496	66.2938	60.7933	83.3286
AT5G09230.4	0	0	0	0	0	0
AT5G09230.5	24.4494	102.205	24.8279	76.3387	20.5507	5.21551e-5
AT5G09230.6	83.729	10.5507	0	16.4113	58.641	43.259
AT5G09230.7	0	0	0	8.92786	0	0
AT5G09235.1	0	0	0	1	1	0
AT5G09240.1	144.943	126.98	126.531	101.822	78.1882	85.2951
AT5G09240.2	13.8548	32.6194	28.0541	17.4274	23.8625	22.8894
AT5G09240.3	20.5353	12.8319	3.79577	17.6078	16.5866	18.2042
AT5G09245.1	0	0	0	0	0	0
AT5G09250.1	129.976	255.482	166.827	164.253	142.14	219.788
AT5G09250.2	15.6822	3.39132	1.39461e-8	47.3031	36.3821	4.072e-5
AT5G09250.3	43.3248	13.2809	26.2301	52.8265	109.478	42.5199
AT5G09250.4	0	0	0	13.8552	0	0
AT5G09250.5	49.017	32.8456	30.9427	15.7618	0	49.692
AT5G09255.1	0	0	0	0	0	0
AT5G09260.1	173.56	170.583	157	260	229	236.444
AT5G09265.1	0	0	0	0	0	0
AT5G09270.1	122.692	118.47	88.3029	88.264	77.5527	76.3403
AT5G09270.2	6.30832	8.53033	8.6971	12.736	7.44726	6.65973
AT5G09275.1	15.9646	14.4007	8.41801	9.20419	1.96226	6.30183
AT5G09280.1	0	0	0	0	0	0
AT5G09285.1	136.979	131.961	123.601	147.896	163.546	189.477
AT5G09290.1	10	6	14	46	60	48
AT5G09295.1	15	26	15	11	16	8
AT5G09300.1	111.3	170.683	141.46	263.59	233.656	219.027
AT5G09300.2	23.7333	0.151476	0	9.09456	0	9.23676
AT5G09300.3	7.00512	4.45055	0	5.96239	5.03616	5.2662
AT5G09300.4	4.9613	2.7147	2.53997	23.3531	12.3081	6.47022
AT5G09305.1	0	0	0	0	0	0
AT5G09310.1	298	209	278	348	373	413
AT5G09315.1	125	130	134	103	111	115
AT5G09320.1	1	1	2	9	2	4
AT5G09325.1	3	6.88591	1.95953	2	8.90369	3.93897
AT5G09330.1	98.4206	256.858	245.624	396.684	433.769	446.155
AT5G09330.2	194.524	156.65	477.067	737.764	388.299	476.146
AT5G09330.3	750.227	796.83	385.005	605.468	675.474	1014.24
AT5G09330.4	296.642	1.27544	1.19653	7.9739	8.13843	80.4286
AT5G09330.5	64.1863	146.387	131.108	148.11	253.32	154.033
AT5G09335.1	1	1	1	0	1	1
AT5G09340.1	0	0	0	0	0	0
AT5G09345.1	0	0	0	0	0	0
AT5G09350.1	158.303	215.328	143.685	204.12	211.479	219.367
AT5G09360.1	1	0	0	1	0	1
AT5G09365.1	3.82609	5	7	3	0	2.37492
AT5G09370.1	0	0	0	0	0	0
AT5G09370.2	0	0	0	0	0	0
AT5G09370.3	0	0	0	0	0	0
AT5G09375.1	0.173913	0	0	0	4	4.62508
AT5G09380.1	36.7407	55.5985	44.0049	78.653	49.403	33.0415
AT5G09380.2	60.4605	33.5807	39.7852	37.347	44.597	55.2047
AT5G09380.3	21.7989	4.82076	5.2099	0	0	4.75374
AT5G09385.1	14.2697	13.2309	15.8226	23	28.2772	26.8494
AT5G09390.1	99.6049	128.08	103.237	136.476	134.613	175.021
AT5G09390.2	231.395	288.92	216.763	321.524	293.387	303.979
AT5G09395.1	5.26873	0	0	3.50261	5.12635	0
AT5G09400.1	543	523	528	792	719	829
AT5G09405.1	0	0	0	0	0	0
AT5G09410.1	502.902	723.952	375.732	868.734	742.405	786.185
AT5G09410.2	26.6636	0	0	0	0	0
AT5G09410.3	35.6136	31.452	10.1642	32.5207	11.6101	43.1956
AT5G09410.4	300.821	332.596	294.104	313.745	473.985	378.62
AT5G09415.1	0	0	0	0	0	0
AT5G09420.1	118	113	104	186	123	111
AT5G09425.1	0	0	0	0	0	0
AT5G09430.1	6	3	1	6	6	2
AT5G09435.1	5.11798	15.6092	13.7793	20.0791	17.1979	31.5828
AT5G09440.1	253	262	266	925	660	608
AT5G09443.1	25.9213	37.2471	18.3417	18.0978	31.3025	29.8251
AT5G09445.1	57.0787	43.7529	54.6583	44.9022	42.6975	47.1749
AT5G09450.1	246	271	240	300	254	311
AT5G09455.1	0	0	0	0	0	0
AT5G09460.1	1706	1870	1471	2385	2240	2321.6
AT5G09465.1	0	4	0	2	0	2
AT5G09470.1	2	3	5	41	38	28.0335
AT5G09475.1	1	1	0	2	0	0
AT5G09480.1	12	27	24	58	31	36
AT5G09490.1	0	0	0	0	0	0
AT5G09495.1	1.8341	1.76781	0	0.855278	0.876614	1.89612
AT5G09500.1	2.00226	0	2.00123	4.00411	1.00212	2
AT5G09505.1	3.2069	2	3.2069	0	1.06897	1
AT5G09510.1	674.383	602.773	587.133	409.437	340.373	377.939
AT5G09510.2	1905.53	1908.26	1812.28	1035.71	1032.82	1180.88
AT5G09515.1	0	0	0	0	0	0
AT5G09520.1	8	7	12	16	16	23
AT5G09530.1	46	82	57	124	92	96
AT5G09535.1	125.193	116.825	125.781	164.942	155.102	181.085
AT5G09540.1	36	38	46	92	77	90
AT5G09545.1	0	0	1	0	0	0
AT5G09550.1	0	0	0	0	1	0
AT5G09555.1	1	1	0	1	0	1
AT5G09560.1	0	0	0	0	0	0
AT5G09565.1	39.1747	46.6191	35.4886	42.3844	34.2624	63.4557
AT5G09570.1	7	1	3	5	0	1
AT5G09580.1	30.8008	48	33	61.1243	39	50.5996
AT5G09580.2	11.1992	0	0	0.875745	0	5.40037
AT5G09585.1	2.03323	5.48192	3.89117	4.47989	3.78613	1.53596
AT5G09590.1	820.907	861.116	1007.96	1252.93	878.963	917.327
AT5G09595.1	0	0	20.116	0	0	18.9874
AT5G09600.1	0	0	0	22.1909	16.7643	26.0823
AT5G09600.2	235.983	219.005	167.269	334.113	203.972	371.659
AT5G09600.3	10.7481	16.7769	14.1628	6.27078	0	0
AT5G09605.1	0	0	0	1	0	0
AT5G09610.1	1	4	0	4	2.05403	5.26004
AT5G09615.1	0	0	0	0	0	0
AT5G09620.1	612.298	680.635	895.154	926.058	963.627	869.365
AT5G09620.2	274.999	244.365	107.846	554.942	404.553	316.712
AT5G09630.1	56	57	35	75	79	72
AT5G09635.1	3.87278	6.9046	1	4.91285	2	5.89258
AT5G09640.1	0	0	0	1	1.01269	0
AT5G09645.1	0.456921	1.04119	0	0	1.0353	0
AT5G09650.1	7765	7259	6701	3843	4094	4219
AT5G09655.1	0	0	0	0	0	0.0401656
AT5G09660.1	417.308	471.053	271.899	555.082	439.473	651.591
AT5G09660.2	6861.4	8869.3	7373.48	6484.04	8054.34	6737.74
AT5G09660.3	68.4626	12.7748	25.7579	32.4609	44.0398	45.1967
AT5G09660.4	3293.27	3137.51	3441.39	1892.37	3201.98	2011.21
AT5G09660.5	8663.52	8604.12	8320.94	7646.66	8399.02	8258.7
AT5G09665.1	0	2.49612	0	0	2.29464	0
AT5G09670.1	82.6197	175.171	113.76	162.421	163.634	203.747
AT5G09670.2	651.38	621.829	599.24	765.932	866.854	869.716
AT5G09675.1	1	1	0	0	0	1
AT5G09680.1	254.244	240.399	202.983	366.14	350.514	367.099
AT5G09680.2	17.7556	3.05496	9.01727	29.9332	29.4864	38.9523
AT5G09680.3	0	9.54567	0	18.9273	0	27.9488
AT5G09685.1	118.277	95.9482	126.507	107.728	95.6978	105.955
AT5G09690.1	0	0	0	0	0	0
AT5G09690.10	28.077	7.88623	18.2327	33.4418	20.219	21.4409
AT5G09690.11	0	21.0851	0	29.448	0	6.50988
AT5G09690.12	0.00136466	0	0	0	0	0
AT5G09690.13	0	0	0	7.14212e-5	0	0
AT5G09690.14	0	4.73656	1.43103	21.568	24.4244	0
AT5G09690.2	19.653	0	9.62881	32.4538	23.172	0
AT5G09690.3	6.87131	19.8434	8.43979	19.2824	31.2983	28.2202
AT5G09690.4	3.39729	17.6598	2.26768	0	0	0
AT5G09690.5	0	0	0	6.49834	0	0
AT5G09690.6	0	2.17628	0	7.47441	0.886389	33.2084
AT5G09690.7	0	0	0	5.5207	0	0
AT5G09690.8	0	5.61257	0	6.31255	0	10.6207
AT5G09690.9	0	0	0	0	0	0
AT5G09695.1	0	0	0	0	0	2
AT5G09700.1	1.01359	3	3	5	5	7
AT5G09705.1	0	0	0	0	0	0
AT5G09711.1	1	0	0	2	0	0
AT5G09715.1	0	0	0	0	0	0
AT5G09720.1	0	6	3	1	1	11
AT5G09720.2	4	0	0	0	0	0
AT5G09730.1	59.0238	60.0205	93.3475	16.6102	32.1371	33.2119
AT5G09735.1	0	0	0	0	0	0
AT5G09740.1	159.433	198.162	113.575	191.087	274.156	235.181
AT5G09740.2	41.5669	32.8379	89.4246	78.9131	47.8443	106.819
AT5G09750.1	0	2	1	2	1	0
AT5G09755.1	0	0	0.1	0	0	0
AT5G09760.1	568.681	637.956	886.342	661.153	419.738	560.875
AT5G09760.2	31.3189	19.0436	49.6577	26.8474	39.2622	13.125
AT5G09765.1	0	0	0	0	0	0
AT5G09770.1	318	328	295.217	325	243	339.658
AT5G09775.1	0	0	0	0	0	0
AT5G09780.1	1	0	1	2	0	0
AT5G09785.1	8	4	2	5	4	3
AT5G09790.1	28.3756	43.9443	0	36.7567	12.0111	15.0825
AT5G09790.2	88.6244	100.056	88	101.243	105.989	142.917
AT5G09800.1	13	35	37	54	31	38
AT5G09805.1	28	33	26	20	18	32
AT5G09810.1	4893.88	4231.61	4761.98	5661.23	4456.63	4930.64
AT5G09815.1	0	0	0	0	0	0
AT5G09820.1	65.5892	115.678	83.5368	45.7442	11.4843	39.8381
AT5G09820.2	104.376	38.0413	0	23.38	75.0008	35.6612
AT5G09820.3	104.035	109.281	127.463	70.8758	57.5148	67.5006
AT5G09825.1	0	0	0	0	0	0
AT5G09830.1	203	225	187	239	216	257
AT5G09835.1	0	0	0	0	0	0
AT5G09840.1	127	144	132	140.009	101	139
AT5G09845.1	0.941111	0	5.28117	3.0939	0	4.18497
AT5G09850.1	60.3505	0.247271	32.274	4.79831	119.357	4.64547e-7
AT5G09850.2	135.74	104.74	6.58063	146.04	5.57182	101.729
AT5G09850.3	14.4291	61.9153	73.1773	130.707	127.882	202.609
AT5G09850.4	648.341	826.065	642.968	1029.39	1029.12	1039.09
AT5G09850.5	0.1398	0.0323762	1.05355e-4	0.0695836	126.074	0.573118
AT5G09855.1	59.2131	77.1371	123.383	349.747	184.762	145.816
AT5G09860.1	282.065	115.107	221.758	415.949	282.129	387.681
AT5G09860.2	313.935	530.893	365.242	190.051	387.871	312.319
AT5G09865.1	0	0	0	0	0	0
AT5G09870.1	3462.89	3266.49	2981.04	3892.19	3837.04	3380.68
AT5G09875.1	0	0	0	0	0	0
AT5G09876.1	1	2	3	24	8	3
AT5G09880.1	768	970	634	1095	1147	1410
AT5G09885.1	0	0	0	0	0	0
AT5G09890.1	144.213	201.219	228.166	285.612	314.14	402.816
AT5G09890.2	270.787	325.781	155.834	403.902	358.358	292.184
AT5G09895.1	0	0	0	0	0	0
AT5G09900.1	9.24049	0	0	9.09512	0	0
AT5G09900.2	915.407	912.002	694.451	1051.96	1004.48	1049.13
AT5G09900.3	439.801	529.958	552.036	617.708	619.406	654.988
AT5G09910.1	0	0	0	0	0	0
AT5G09910.2	0	0	0	6.63304e-8	3.39416e-8	0
AT5G09910.3	0	0	0	0	0	0
AT5G09910.4	0	3.73894	0	3.75639	7.599	0
AT5G09910.5	11.2087	20.7802	10.0911	19.9883	0.786654	14.3924
AT5G09915.1	0	0	1	0	0	0
AT5G09920.1	330.977	421	260.981	402.982	402.943	453.944
AT5G09925.1	0	1	1	0	1	0.29401
AT5G09930.1	17.0226	16.0091	11.0246	16.0175	17.0661	19.069
AT5G09940.1	0	0	0	0	0	0
AT5G09945.1	0	0	0	0	0	0
AT5G09950.1	14	0	0	25	19	17
AT5G09950.2	0	16	13	0	0	0
AT5G09950.3	9.12867e-6	0	0	0	0	0
AT5G09955.1	2	2	2	0	0	1
AT5G09960.1	387.441	308.815	323.982	405.059	396.363	408.748
AT5G09960.2	0	0	0	0	0	0
AT5G09960.3	16.559	30.1855	12.0175	45.9406	40.6375	36.252
AT5G09965.1	1	1	0	1	1	0
AT5G09970.1	9	12	4	20	6	31
AT5G09975.1	0	0	0.1	0.126316	0	0
AT5G09976.1	10	5	8	36	13	24
AT5G09978.1	0	0	1	1	1	1
AT5G09980.1	13	19	16	40	18	22
AT5G09990.1	34	27.3081	36	47	36	42
AT5G09995.1	248.145	186.087	200.974	192.862	172.387	247.35
AT5G09995.2	79.6455	84.8174	15.2295	49.6582	66.0549	25.2454
AT5G09995.3	11.0771	44.2157	35.9531	31.0755	37.9125	54.7073
AT5G10000.1	0	0	0	0	0	1
AT5G10010.1	1160	1277	1203	1003	964	1064
AT5G10020.1	234.28	303.339	358.896	278.59	152.166	291.088
AT5G10020.2	409.72	297.661	257.104	463.41	428.834	375.912
AT5G10030.1	89.5188	122.865	80.0486	97.3087	84.2699	65.6252
AT5G10030.2	203.69	291.169	172.503	451.696	369.697	428.24
AT5G10030.3	0.0319573	37.4755	0	37.4879	0.00904024	18.4749
AT5G10030.4	21.7088	3.13139	30.7474	0	10.8479	49.2494
AT5G10030.5	14.2689	45.8363	21.7014	30.7181	60.8237	44.9957
AT5G10040.1	0	0	0	0	0	1
AT5G10050.1	222.782	234.523	198	258.167	268.976	233.791
AT5G10060.1	513	575.637	437	979	887	963.624
AT5G10070.1	60.054	56.3511	13.7882	44.0418	60.2007	45.649
AT5G10070.2	243.946	283.649	242.212	391.958	338.799	378.351
AT5G10080.1	79	137	71	129	91	129
AT5G10090.1	2	3	2	3	1	4
AT5G10100.1	0	0	0	0	0	0
AT5G10100.2	33.0363	20.3446	35.7954	54.7601	45.4951	60.0011
AT5G10100.3	0	0	0	0	0	9.09601
AT5G10100.4	0	3.72105	2.20729	12.2399	4.64729	0.978514
AT5G10110.1	137	121	113	157	139	151
AT5G10120.1	0	0	0	0	0	0
AT5G10130.1	0	1	0	3	2	3
AT5G10140.1	25.1928	25.1165	0	55.787	13.1614	44.5502
AT5G10140.2	5.35355	4.26185	19.1463	1.36204e-7	25.3032	0
AT5G10140.3	1.27496e-7	1.1497e-8	2.92993e-8	19.3402	0	18.394
AT5G10140.4	7.45366	8.46604	22.8803	16.8728	18.3969	117.746
AT5G10150.1	98.5469	2.81441	102.226	72.077	132.738	121.476
AT5G10150.2	90.2008	218.374	128.774	57.5124	149.74	89.448
AT5G10150.3	0	0	0	0	0	0
AT5G10150.4	73.2523	74.8119	0	26.4106	22.5213	77.0755
AT5G10160.1	878	924.77	919.863	613	588.719	588.832
AT5G10170.1	474.245	473.359	606.393	622	397.446	487.274
AT5G10180.1	2970	2536	3087	4582	3641	4561
AT5G10190.1	0	0	0	0	0	0
AT5G10190.2	165.012	150.441	165.453	385.149	346.569	382.986
AT5G10190.3	83.9885	79.5595	69.5466	193.013	148.602	166.014
AT5G10200.1	106.261	161.427	154.617	171.841	152.659	183
AT5G10200.2	28.3425	20.3196	0	38.067	0	2.20787e-6
AT5G10200.3	14.3962	20.2538	8.38339	16.0924	15.3414	0
AT5G10210.1	4	6	10	7	2	3
AT5G10220.1	0	0	0	0	0	0
AT5G10230.1	0	0	1	0	2	3
AT5G10235.1	0	0	0.110011	0	0	0
AT5G10240.1	72.3375	44.4568	75.5029	107.709	58.354	44.717
AT5G10240.2	397.663	416.543	373.497	450.291	323.646	357.283
AT5G10250.1	61	38.8639	61	0	93	47.7133
AT5G10250.2	0	92.1361	0	58	0	21.2867
AT5G10260.1	32	28	29	32	42	39
AT5G10270.1	214	231.15	235.305	358.72	276.525	353.618
AT5G10278.1	0	0	0	0	3.68542	0
AT5G10278.2	2	3	0	2	0.31458	3
AT5G10280.1	4	16	2	13	11	9
AT5G10290.1	124.259	125.162	76.871	175.094	144.571	96.613
AT5G10290.2	219.565	266.55	247.129	437.906	514.429	593.387
AT5G10300.1	9.86202	24.6552	26.7626	101.863	61.2844	38.8133
AT5G10300.2	64.138	33.3448	30.2374	200.137	63.7156	132.187
AT5G10310.1	16.284300000000002	50.9914	28.9491	45.7921	41.5977	37.5128
AT5G10310.2	112.716	66.0086	64.0509	134.208	108.402	154.487
AT5G10320.1	0	36.3994	19.3862	0	0.114512	0
AT5G10320.2	0	0	0.00699342	8.76564e-8	0	0
AT5G10320.3	3.85203	0	18.5029	48.6064	0	0
AT5G10320.4	18.9384	0	0	0	8.07731	20.5669
AT5G10320.5	0	9.35041	0	0	35.6603	38.5092
AT5G10320.6	51.2095	93.3055	44.1039	76.3936	102.148	73.9239
AT5G10330.1	23.5431	28.7618	21.6976	39.9414	46.7812	45.2034
AT5G10330.2	4.18641e-7	0.0863285	0	58.8917	0	0
AT5G10330.3	7.88644	0	0	0	5.2622	0
AT5G10330.4	80.6663	8.16975e-5	82.4271	122.043	5.46138	0
AT5G10330.5	47.2688	101.589	34.9989	6.29881e-6	72.3477	84.7837
AT5G10330.6	1.93047e-5	0	0	0.228012	61.4182	0
AT5G10330.7	20.5669	96.0961	0	1.25504e-4	0.695607	34.4202
AT5G10330.8	521.044	505.692	503.876	521.497	524.288	571.593
AT5G10336.1	9	3	6	7	4	11
AT5G10340.1	13	11.3624	14	16	6	8
AT5G10350.1	849.577	923.777	800.296	717.675	708.413	799.478
AT5G10350.2	0	15.1013	0	0	0	19.7737
AT5G10350.3	0	24.4648	4.41231e-8	22.6235	19.4932	45.2903
AT5G10350.4	47.9664	57.5513	43.2475	104.098	61.8997	106.948
AT5G10350.5	18.457	0.0987161	0	20.7653	42.4542	17.2391
AT5G10350.6	0	0.00710783	7.45644	1.83835	8.74037	3.27031
AT5G10360.1	8474.83	7307.74	7787.72	5368.06	4579.28	5494.13
AT5G10360.2	0	1006.64	128.082	46.937	1.0911e-5	86.7745
AT5G10370.1	266.923	304.622	218.132	637.092	589.27	564.956
AT5G10380.1	911	988	1116	3125	2999	2496
AT5G10390.1	502.163	472.494	489.782	442.625	401.119	453.399
AT5G10400.1	701.37	826.558	734.054	671.527	611.035	683.08
AT5G10410.1	46	33	25	127	88	93
AT5G10420.1	1	0	3	1	2	0
AT5G10430.1	346.219	441.015	646.881	1085.52	720.304	1019.45
AT5G10435.1	230.781	188.985	558.119	777.481	428.696	774.552
AT5G10440.1	21.3417	29	28	34	23.4327	28.4679
AT5G10440.2	12.6583	0	0	0	8.56731	33.5321
AT5G10450.1	4406.4	4667.81	3904.99	4778.7	4631.25	5463.87
AT5G10450.2	2748.68	2672.52	2663.78	2751.47	2854.57	2335.39
AT5G10450.3	51.493	64.7157	62.1536	63.5823	61.9814	112.891
AT5G10450.4	0	7.4087e-4	0	0	0	0
AT5G10455.1	0	0	0	0	0	0
AT5G10460.1	485	477	393	417	439	457
AT5G10470.1	535.333	574.709	533.235	394.365	260.456	327.533
AT5G10470.2	1302.72	1584.65	1026.4	1158.2	1512.95	1354.41
AT5G10480.1	1127.62	865.191	1367.72	1435.4	1105.92	1103.89
AT5G10480.2	2.9312	272.317	1.28468	0.601033	2.93477e-5	34.1518
AT5G10480.3	13.4479	14.4916	0	0	15.0763	46.9615
AT5G10490.1	482.478	434.026	408.032	1119.84	958.922	581.355
AT5G10490.2	210.522	311.974	216.812	0.287551	137.906	279.281
AT5G10490.3	2.42382e-6	3.97346e-7	0.156862	15.8716	0.172053	119.364
AT5G10500.1	0	0	0	0	0	0
AT5G10510.1	82.5917	81.7137	90.6874	134.064	110.352	192.172
