Transcript	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT1G58025.3	0	1.17862	6.79746e-4	0	22.839	0
AT1G58025.4	46.1894	90.1273	110.775	28.8868	0.114851	154.707
AT1G58025.5	53.3011	1.6779e-7	95.2962	97.7955	103.983	0.00104609
AT1G58025.6	0	34.4846	44.6479	56.769	1.57609e-8	0
AT1G58030.1	1240	1194.04	1256	1727	1526.68	1599
AT1G58037.1	0	0	0	2	1	0
AT1G58037.2	0	0	0	0	0	0
AT1G58050.1	0	0	1	0	1.00181	0
AT1G58055.1	0	0	0	0	0	0
AT1G58060.1	360.983	497.991	302	668.974	595.998	642
AT1G58070.1	59	44	79	120	70	72
AT1G58080.1	4415	4279	4239	2567	3038	2773
AT1G58090.1	0	0	0	0	0	0
AT1G58100.1	142.334	161.734	101.356	164.303	75.0304	182.686
AT1G58100.2	331.666	304.266	459.644	440.697	520.97	445.314
AT1G58110.1	80.3653	71.4241	0	1.94253e-8	115.418	62.524
AT1G58110.2	410.635	417.576	498	654	617.582	695.476
AT1G58120.1	1	0	0	3	1	1
AT1G58150.1	35	40	37	32	26	25
AT1G58160.1	12	20	13	12	19	26
AT1G58170.1	78	89	109	64	62	48
AT1G58180.1	7.33721	3.50721	0	0	12.3481	0
AT1G58180.2	0	0	0	0	0	0
AT1G58180.3	35.8809	8.93416	16.5837	94.865	106.646	79.5147
AT1G58180.4	242.725	328.393	161.444	648.856	652.024	753.819
AT1G58180.5	7.83271	16.4152	2.52649	14.6576	25.0482	26.2398
AT1G58180.6	5.19396	11.0957	10.4386	29.4131	22.5161	38.8554
AT1G58180.7	2.16239e-4	117.646	27.0783	140.178	197.677	144.571
AT1G58190.1	14.6653	15.5324	16	21.5239	24.345	22.7696
AT1G58190.2	11.3347	4.46755	0	16.5116	5.65504	6.23036
AT1G58190.3	0	0	0	1.96449	0	0
AT1G58190.4	0	0	0	0	0	0
AT1G58200.1	845.437	1003.03	733.445	1478.05	1414.28	1299.49
AT1G58200.2	150.563	112.965	180.555	151.955	158.717	225.51
AT1G58210.1	145	195	149.102	245	256	265.021
AT1G58215.1	1	2	2	3	4	11
AT1G58220.1	0.337884	243.251	186.52	128.848	0.00297237	192.065
AT1G58220.2	251.889	9.12359	68.0566	249.812	407.049	224.803
AT1G58223.1	179.773	153.626	133.424	211.34	230.948	267.131
AT1G58225.1	12.9347	21	17	242	361	456
AT1G58225.2	8.06535	0	0	0	0	0
AT1G58230.1	157.984	221.915	273.738	789.673	203.871	405.177
AT1G58230.2	3.06867e-4	64.9363	73.3973	0.00389171	312.133	122.655
AT1G58230.3	691.015	685.149	444.864	823.323	954.996	1086.17
AT1G58235.1	363.494	329.013	331.306	580.092	514.226	579.994
AT1G58235.2	0	0	0	0	0	0
AT1G58242.1	0	0	0	0	0	0
AT1G58245.1	0	0	0	0	0	0
AT1G58248.1	0	0	0	0	0	0
AT1G58250.1	618.394	490.557	232.632	995.532	1352.13	1194.5
AT1G58250.2	14.6058	594.443	450.368	435.468	35.8743	8.50163
AT1G58260.1	0	0	0	0	0	0
AT1G58265.1	0	0	0	1	0	0
AT1G58270.1	354	289	407	526	448	443
AT1G58280.1	148.875	90.8995	147.662	200.086	243.659	166.274
AT1G58280.2	36.6196	37.177	30.1562	25.2501	71.1772	27.1228
AT1G58280.3	8.98076	89.9235	9.18153	39.6639	5.16331	88.6035
AT1G58280.4	19.5247	0	0	0	0	0
AT1G58290.1	14493.7	14469.8	13506.8	7674.67	10171.7	7819.92
AT1G58300.1	13.0107	12.0062	10.0152	11.0114	20.0048	31.0082
AT1G58310.1	0	0	0	0	0	3
AT1G58320.1	0	0	0	0	0	0
AT1G58330.1	0	0	1	4	0	2
AT1G58340.1	30	56	62	129	85	178
AT1G58350.1	0	0	0.00677149	0	0	0
AT1G58350.2	78.3492	62.9102	129.853	153.392	123.039	166.748
AT1G58350.3	123.787	136.951	155.93	249.505	190.499	274.228
AT1G58350.4	301.407	393.735	112.21	348.148	309.435	319.024
AT1G58360.1	1521	1413	1603	1514	1625	1738
AT1G58370.1	0.0322734	22	20.3413	73.3025	41	30.0278
AT1G58370.2	32.9677	0	35.6587	23.6975	0	34.9722
AT1G58380.1	872.623	766.486	857.448	691.358	535.652	554.828
AT1G58390.1	9.05095	0	0	36.8593	37.1542	43.1219
AT1G58390.2	0	7.03694	4.04139	0	0	0
AT1G58400.1	8.02122	7.04106	10.0528	0	17.055	0.565094
AT1G58400.2	0	0	0	14.3235	0	14.4474
AT1G58400.3	4.59454e-5	5.12597e-6	1.28426e-5	0	3.4543e-5	4.76704e-7
AT1G58410.1	0	0	0.100112	0	0	0
AT1G58410.2	11	11.0023	6.75812	29.0058	36.0072	53.0088
AT1G58410.3	0	0	0.143924	0	0	0
AT1G58410.4	0	0	0	0	0	0
AT1G58420.1	27	33.1101	41	158	93	67
AT1G58430.1	2	3	0	5	6	0
AT1G58440.1	703	662	687	697	699	657
AT1G58450.1	0	0	0	0	0	0
AT1G58460.1	3.4196	12.6367	13	10	8	5.13225
AT1G58460.2	8.5804	3.36328	0	0	0	3.86775
AT1G58470.1	30.1976	82.422	80.5327	102.182	89.5681	85.5276
AT1G58470.2	68.8024	24.578	23.4673	36.8183	41.4319	51.4724
AT1G58520.1	41.2347	0	44.3995	28.7362	24.3426	0
AT1G58520.2	8.94535	0.224131	256.838	1.06332	39.5741	0.936535
AT1G58520.3	0	0	0	0	0	0
AT1G58520.4	59.2059	98.45	58.3102	105.766	12.2364	70.9114
AT1G58520.5	333.173	246.597	115.08	153.682	200.562	87.2119
AT1G58520.6	15.6454	0	0	0	0	0
AT1G58520.7	665.796	841.729	465.373	455.752	598.284	538.94
AT1G58525.1	0	0	0	0	0	0
AT1G58590.1	22.6178	29.5265	30.0813	61.5904	60.7653	97.6864
AT1G58590.2	45.3822	81.4735	50.9187	104.41	148.235	213.314
AT1G58602.1	1150.38	1289.89	831.024	3554.84	4748.99	4027.56
AT1G58602.2	884.518	1099.17	741.502	3227.49	3205.17	4128.41
AT1G58643.1	0	0	0	0	0	0
AT1G58643.2	1	1	1	1.22912	0	0
AT1G58684.1	0	7.89164	0	0	0	0
AT1G58725.1	2.1697e-6	3.22845e-7	2.53803e-6	8.16595e-7	7.4084e-7	4.50797e-7
AT1G58766.1	0	0	0	0.325091	0	0
AT1G58807.1	1155.84	1440.5	1012.81	1540.73	1657.26	1526.07
AT1G58807.2	99.3866	338.567	113.43	189.496	275.05	593.02
AT1G58808.1	0	0	0	0	0	0
AT1G58848.1	1180.36	2114.09	922.627	1543.11	1773.97	1876.37
AT1G58848.2	33.6918	33.1968	1.81348	13.245	190.588	83.0227
AT1G58936.1	0	0	0	0	1	0
AT1G58983.1	10935.4	10441.8	11077.7	7310.49	6291.81	7055.36
AT1G59030.1	3	4	8.99999	4	2	2
AT1G59077.1	0	0	0	0.680265	0	0
AT1G59124.1	99.3866	338.567	113.43	189.496	275.05	593.028
AT1G59124.2	1155.84	1441.99	1012.81	1540.73	1657.46	1526.1
AT1G59171.1	0	0	0	1.54176	0	1
AT1G59171.2	0	0	0	0	1	0
AT1G59218.1	450.785	475.067	434.667	723.68	606.421	711.239
AT1G59218.2	99.8396	163.782	59.8433	218.881	309.111	372.851
AT1G59218.3	365.906	128.094	235.183	638.397	546.669	599.19
AT1G59312.1	0	0	0	0	0	0
AT1G59312.2	1	1	1	1.22912	0	0
AT1G59359.1	0	7.8915	0	0	0	0
AT1G59406.1	2.1697e-6	3.22845e-7	2.53803e-6	8.16595e-7	7.4084e-7	4.50797e-7
AT1G59453.1	0	0	0	0	0	0
AT1G59460.1	0	0	0	0	0	0
AT1G59470.1	0	0	0	0	0	0
AT1G59500.1	0	0	0	0	0	0
AT1G59510.1	66	70.1266	73	101.183	90	118.168
AT1G59520.1	3.13945e-7	19.7446	4.32189	0.608018	102.249	24.2944
AT1G59520.2	4.12888e-4	0.594819	0.347698	18.8534	12.8204	76.8227
AT1G59520.3	115.661	96.1815	55.2237	169.077	94.612	127.022
AT1G59520.4	0.003295	14.2575	17.7199	0.0869608	7.2735900000000004	0.306054
AT1G59520.5	14.9515	1.30644e-6	39.9217	37.4252	0.00223767	0
AT1G59520.6	65.3839	74.2216	39.4651	134.95	100.043	87.5552
AT1G59530.1	0	0	0	0	0	0
AT1G59540.1	99.9999	191.132	135.025	197	135.999	184.993
AT1G59540.2	9.90105e-5	9.8675	9.97511	0	0.00125254	0.00658898
AT1G59550.1	0	0	0	0	0	0
AT1G59560.1	25.0039	51.7388	55.9262	66.5662	26.4401	12.8233
AT1G59560.2	12.7939	11.5886	0	9.95574	9.54511	11.5573
AT1G59560.3	22.4956	38.6726	0	15.7301	11.1186	50.2094
AT1G59560.4	5.70656	0	3.07382	24.748	34.8962	43.41
AT1G59570.1	0	0	0	0	0	0
AT1G59580.1	116.254	204.648	125.215	239.586	344.708	229.466
AT1G59580.2	210.342	171.484	191.607	444.278	245.647	471.593
AT1G59590.1	62	66	70	269	216	189
AT1G59600.1	313	341	290	335	342	320
AT1G59610.1	1402.08	1551.11	1545.59	2223.55	2073.56	2201.13
AT1G59620.1	307	384.082	188.114	750.11	767	682.089
AT1G59620.2	3.80333e-6	0	0.88612899999999994	0	1.6258e-6	0
AT1G59630.1	0	0	0	0	0	0
AT1G59640.1	15.9927	23.8383	1.44768	87.1196	73.2495	75.7262
AT1G59640.2	10.0073	7.16169	14.5523	5.8804	18.7505	5.2738
AT1G59650.1	239	267	216	375.042	306	304
AT1G59660.1	46.9172	131.365	91.8871	306.519	136.697	241.234
AT1G59660.2	81.1546	15.6345	32.6815	48.3732	64.3035	64.6757
AT1G59660.3	0	0	0.431339	0.108027	0	0.0904157
AT1G59670.1	2	0	1	7	1	2
AT1G59675.1	0	0	0	0	0	0
AT1G59680.1	0	0	0	0	0	0
AT1G59680.2	0	0	0	0	0	0
AT1G59690.1	0	0	0	0	0	0
AT1G59700.1	746	862	560	847	816	728
AT1G59710.1	110.232	144.773	91.9645	254.758	245.546	288.064
AT1G59710.2	151.847	105.549	113.153	325.065	283.65	274.437
AT1G59710.3	23.8143	32.6765	22.6246	38.2517	46.5514	11.576
AT1G59720.1	122.107	158.001	156.258	129.925	115.253	85.9228
AT1G59722.1	0	0	0	0	0	1
AT1G59723.1	0	0	0	0	0	0
AT1G59724.1	0	0	0	0	0	0
AT1G59725.1	2	0	0	2	0	1
AT1G59730.1	1	0	1	1	2	0
AT1G59740.1	162	179	182	318	205	328
AT1G59750.1	401.779	178.147	360.678	657.73	324.761	513.032
AT1G59750.2	246.795	300.816	183.367	637.528	401.409	459.531
AT1G59750.3	338.662	636.819	359.498	444.45	540.648	544.623
AT1G59750.4	146.763	125.218	157.456	140.293	123.182	67.8143
AT1G59760.1	577	759	542	705	563	665
AT1G59780.1	5	0	0	4	3	0
AT1G59780.2	0	0	0	0	0	2
AT1G59790.1	0	0	1	0	0	0
AT1G59790.2	1	0	0	0	0	3
AT1G59800.1	0	0	0	0	0	1
AT1G59810.1	2.67906	0	1	0	0	1
AT1G59820.1	439	540	411	878	817	858
AT1G59830.1	277.048	491.869	417.193	402.508	340.491	554.71
AT1G59830.2	246.952	132.887	108.807	206.492	270.509	106.427
AT1G59833.1	0	0	0	0	0	0
AT1G59835.1	0	0	0	0	0	0
AT1G59840.1	364.793	405.959	255.968	272.355	160.039	267.882
AT1G59840.2	253.983	270.452	130.852	165.805	155.875	166.425
AT1G59840.3	181.838	165.795	223.299	56.3516	201.408	158.397
AT1G59850.1	18.4629	40.7945	21.235	28.1267	32.0251	22.8496
AT1G59860.1	16	16.0005	12	54	95	114
AT1G59865.1	0	0	0	0	0	0.0202771
AT1G59865.2	8	7	3	28	45	59.9797
AT1G59870.1	7675.98	7198.99	7165.97	34754.9	34494	36213.7
AT1G59880.1	0	0	0	0	0	0
AT1G59885.1	0	0	0	0	0	0
AT1G59890.1	0	0	0	0	0	2.5261e-8
AT1G59890.2	138.986	138.132	103.704	159.201	182.202	40.2378
AT1G59890.3	333.014	557.652	342.593	738.081	593.119	717.605
AT1G59890.4	0	25.2165	40.7022	0.718124	53.6794	51.7702
AT1G59900.1	1188.18	1586.22	867.536	1346.73	1106.53	1245.27
AT1G59900.2	1419.98	1014.04	1591.81	1957.88	1975.71	1720.34
AT1G59910.1	381	412.042	513.103	1180	706	627
AT1G59920.1	12.4151	10.6303	13.9341	1.27508	9.62567	8.31933
AT1G59930.1	3.58494	7.36969	9.06593	3.72492	22.3743	7.68067
AT1G59940.1	1.00089	0	0	2	1	0
AT1G59940.2	0	0	0	0	0	0
AT1G59950.1	0	1	1	20.0591	13	10
AT1G59960.1	202	283	232	592.941	395	470
AT1G59970.1	192	206	246	455	425	402
AT1G59980.1	11.9966	78.411	0	18.4431	32.8463	75.1695
AT1G59980.2	30.0741	47.4949	29.0853	66.6622	71.6164	131.228
AT1G59980.3	96.3468	58.0941	89.9147	163.115	129.537	71.6029
AT1G59990.1	105.47	137.616	127.694	88.8546	80.9398	76.9326
AT1G59990.2	874.53	968.384	754.306	511.145	480.06	455.067
AT1G60000.1	2595.07	2682.5	2523.83	1726.34	1592.22	1651.83
AT1G60000.2	424.935	320.501	411.169	217.623	282.783	282.171
AT1G60010.1	865	1002	795	929	1047	883
at1g60025	0	0	0	0	0	0
AT1G60030.1	31	28	47	51	30	46
AT1G60040.1	1.32094	0	0	3	0	0
AT1G60050.1	0	0	0	0	0	0
AT1G60060.1	106.696	100.771	80.5576	197.808	152.104	287.613
AT1G60060.2	5.30355	27.2285	12.4424	86.1924	40.896	20.3873
AT1G60070.1	1350	1444	1240	1722	1487	1485
AT1G60070.2	0	0	0	0	0	0
at1g60072	0	0	0	0	0	0
at1g60073	0	0	0	0	0	0
AT1G60080.1	117	107	96	123	73	101
AT1G60090.1	0	0	0	0	0	0
AT1G60090.2	0	0	0	0	0	0
AT1G60095.1	0	0	2	0	1	0
AT1G60095.2	0	1	0	6	0	4
AT1G60110.1	1.14481e-6	18.9405	1.69026e-6	1.28503e-6	10.0431	25
AT1G60110.2	2.70732e-6	0	7.91376e-7	3.98308e-7	3.95689	0
AT1G60110.3	11	0	20	9	0	0
AT1G60130.1	0	1.05949	0	0	1	0
AT1G60130.2	0	0	0	0	0	0
AT1G60140.1	0	0	0	0	0	0
AT1G60140.2	6.88932	0	0	9.22097	0	0
AT1G60140.3	26.1921	29.284	16.8955	43.0676	17.8791	41.9469
AT1G60140.4	0	0	0	0	0	0
AT1G60140.5	63.8059	66.0621	148.619	167.996	172.294	84.2584
AT1G60140.6	335.113	383.654	348.486	582.033	645.827	659.795
AT1G60160.1	580	579	526	514	547	587
AT1G60170.1	902.882	943.433	984.461	1078.47	1040.4	1143.67
AT1G60190.1	40	35	98	225	120	35
AT1G60200.1	161.848	50.2278	132.159	76.8907	58.0633	30.2857
AT1G60200.2	475.152	1001.22	505.016	1435.26	1305.78	1533.07
AT1G60200.3	0.446574	1.78124e-4	1.08242e-5	3.12968e-7	1.62368e-5	0
AT1G60200.4	503.554	819.552	753.913	1054.85	1420.16	1202.64
AT1G60220.1	379.614	476.285	396.073	815.469	774.717	771.927
AT1G60230.1	898.386	743.715	772	541.531	550.283	545.449
AT1G60240.1	0	0	0	0	0	0
AT1G60250.1	1	0	0	0	0	0
AT1G60260.1	527.989	618.669	340.933	761.985	661.999	854.458
AT1G60270.1	210.513	319.977	119.466	253.733	209.639	275.404
AT1G60270.2	41.985	26.2521	58.5342	46.679	16.3614	64.5959
AT1G60280.1	0	0	0	0	0	0
AT1G60300.1	0	0	0	0	0	0
AT1G60320.1	0	0	0	0	0	0
AT1G60340.1	0	0	0	0	0	0
AT1G60350.1	0	0	0	2	0	0
AT1G60360.1	12	5	21	28	9	14
AT1G60370.1	0	1	0	0	0	0
AT1G60380.1	0	1	0	0	0	0
AT1G60390.1	129	163	233	258	202	206
AT1G60400.1	0	0	0	0	0	0
AT1G60410.1	0	0	0	0	0	0
AT1G60420.1	259.981	292.5	311.257	577.565	462.251	519.867
AT1G60430.1	118.639	146.701	106.336	64.8642	95.3091	168.118
AT1G60430.2	2.98209e-4	4.30112e-5	1.29726e-4	75.4251	61.9371	1.10521e-7
AT1G60430.3	18.3604	5.29848	15.6641	35.7582	34.1029	37.018
AT1G60430.4	0	0	0	6.9525	9.65088	3.86377
AT1G60440.1	67.8803	95.8013	108.178	212.434	243.671	174.211
AT1G60440.2	27.6173	20.8183	31.1707	69.149	69.0222	65.3406
AT1G60440.3	83.5023	101.386	18.6517	101.417	76.3064	153.448
AT1G60450.1	0	0	0	0	0	0
AT1G60460.1	0	0.101827	22.1066	0	8.26584	0
AT1G60460.2	9.86829	10.8048	0	0	0	3.2749
AT1G60460.3	0	11.8365	0	0	0	0
AT1G60460.4	0	5.39886	9.69002e-5	12.6071	0	0
AT1G60460.5	9.78412	0.721686	5.75275	6.07029	6.2176	19.6451
AT1G60470.1	0	0	0	1	3	0
AT1G60490.1	530	535	428	1196	1120	1106
AT1G60500.1	1.02903	0	0	0	0	0
AT1G60505.1	0	4.92979	0	4.29728	0	4.4653
AT1G60505.2	0	0	0	0	0	11.6764
AT1G60505.3	0	14.6807	0	0	4.81688	0
AT1G60505.4	0	12.0958	0	13.1318	13.8923	4.62292
AT1G60505.5	0	0	0	0	0	0
AT1G60505.6	184.521	171.01	134.524	306.571	255.198	238.707
AT1G60505.7	0	19.5831	4.53349e-4	0	26.6485	0
AT1G60525.1	91.1025	38.9101	47.4244	30.8057	38.0173	54.3234
AT1G60525.2	17.8214	49.7522	30.9154	16.9084	38.2825	21.439
AT1G60525.3	134.779	179.535	113.76	191.978	183.768	168.499
AT1G60530.1	21.2892	12.5033	12.1532	43.3079	25.932	42.0715
AT1G60545.1	149.451	193.027	135.222	281	216.408	251.917
AT1G60545.2	0	30.9727	0	0	0	36.2201
AT1G60545.3	21.0073	0	0	0	52.0363	32.0586
AT1G60545.4	1	5	1	5	2	2
AT1G60550.1	2219.59	2071	1714	1382	1594.26	1478
AT1G60560.1	94.0047	220.968	161.144	94.3928	146.167	218.717
AT1G60560.2	71.9953	5.78585	2.11305e-4	82.2346	38.9612	1.76286
AT1G60560.3	0	2.24565	2.85628	2.37265	2.87193	2.52011
AT1G60570.1	0	0	0	0	0	0
AT1G60580.1	0.0434783	0	0.0434783	0.115385	0	0.0869565
AT1G60590.1	828.621	878	836	477.484	299	362
AT1G60600.1	971.872	928.143	704.688	550.062	619.989	677.691
AT1G60600.2	356.128	297.857	383.312	241.938	318.011	190.309
AT1G60610.1	0	0	0	0	0	0
AT1G60610.2	70.0779	90.6788	50.3859	164.362	125.686	134.989
AT1G60610.3	0	0	0	0	0	0
AT1G60610.4	25.8276	33.1111	6.45024	46.943	15.2106	40.7056
AT1G60610.5	39.0945	11.2101	32.1639	64.6945	54.1034	20.3049
AT1G60620.1	66.4323	54.7316	79.6224	63.6643	27.6369	25.7827
AT1G60620.2	108.568	97.2684	42.3776	145.336	137.363	159.217
AT1G60625.1	0	0	0	0	0	0
AT1G60630.1	86	75	85	175	128	152
AT1G60640.1	43.0876	197.009	143.305	72.14	182.96	101.021
AT1G60640.2	8.20128	0	7.60505	0.0323831	0	55.7236
AT1G60640.3	0	0	0	15.5321	0	0.199478
AT1G60640.4	77.8364	20.1245	41.6627	30.1171	47.3619	33.9377
AT1G60640.5	44.2886	164.895	50.666	115.149	45.6767	49.1182
AT1G60640.6	10.1492	9.97084	0	0	0	0
AT1G60640.7	12.437	0	13.7614	14.0295	0.00130537	0
AT1G60650.1	281.68	330.352	318.694	329.401	281.837	290.539
AT1G60650.2	0	5.94622	0	7.26398	0	0
AT1G60650.3	31.6286	35.8134	32.3065	58.3787	49.7783	60.0764
AT1G60650.4	22.6912	10.8884	0	19.9562	21.3848	10.3843
AT1G60660.1	264	302	267	229	205	219
AT1G60670.1	88.025	83.2501	117.544	222.919	193.613	186.017
AT1G60670.2	112.887	108.419	3.15601e-7	6.81528	67.2045	65.9327
AT1G60670.3	10.1812	40.3308	0	10.3433	15.234	79.7333
AT1G60670.4	0	0	26.931	0	19.2376	28.3166
AT1G60670.5	18.9063	0	33.5247	107.923	36.7111	0
AT1G60680.1	7.03178	3.56718	6.92135	14	10.3419	10.357
AT1G60680.2	0	4.54986	3.08931	0	3.65811	1.70835
AT1G60690.1	283.974	279.179	248.155	195.384	277	240.792
AT1G60700.1	73.1547	88.2485	61.4887	105.218	111.079	106.691
AT1G60700.2	28.8453	43.7515	21.5113	24.7824	32.9213	21.309
AT1G60710.1	1685.84	1648.54	1684.76	1658.87	1430.41	1594.76
AT1G60720.1	1	1	4	1	3	3
AT1G60730.1	36.3011	55.5633	54.8348	118.117	91.481	119.783
AT1G60730.2	8.47076	21.3941	8.07166	10.2996	0	17.3376
AT1G60730.3	62.3782	54.2036	50.1696	105.335	103.106	93.2649
AT1G60740.1	0	0	0	0	0	0
AT1G60750.1	0	0	0	0	0	0
AT1G60760.1	1	0	0	0	0	0
AT1G60770.1	683	675	678	571	499	523
AT1G60780.1	1304.76	1469.29	1182.63	1707.28	1645.11	1696.29
AT1G60783.1	0	1	1	1	0	0
AT1G60787.1	0	0	0	0	0	0
AT1G60787.2	0	0	0	0	0	0
AT1G60787.3	0	0	0	0	0	0
AT1G60787.4	0	0	0	0	0	0
AT1G60790.1	337	332	326	390	464	382
AT1G60800.1	979.469	994.773	846.124	983.019	862.036	1045.39
AT1G60800.2	482.531	818.227	465.876	581.981	600.964	486.608
AT1G60810.1	191.048	254.135	306.608	292.913	223.851	363.604
AT1G60810.2	69.6091	0.0177426	5.32924e-6	143.363	72.6543	0
AT1G60815.1	0	0	0	0	0	0
AT1G60820.1	0.0434783	0	0.0434783	0.115385	0	0.0869565
AT1G60830.1	118.657	111.229	92.6579	153.408	152.707	143.803
AT1G60830.2	0	0	0	1.86567	0	3.7803
AT1G60840.1	0	2	2	0.115385	0	0
AT1G60850.1	62.7504	89.0885	4.20972e-8	107.979	19.8836	77.3632
AT1G60850.2	90.3604	112.145	164.917	115.259	157.614	98.7688
AT1G60850.3	0	21.2512	10.3177	0	5.50231	12.1481
AT1G60850.4	70.8892	15.5157	15.7651	56.7622	0	30.7198
AT1G60860.1	74.8458	144.725	55.4667	153.941	210.474	147.948
AT1G60860.2	0	0	0	59.8555	0	63.6458
AT1G60860.3	106.498	162.275	105.533	239.203	184.526	271.406
AT1G60870.1	938	914	1018	1294	1277	1302
AT1G60880.1	0	0	0	1	0	0
AT1G60890.1	200.44	175.71	119.459	429.899	301.782	363.612
AT1G60890.2	34.5599	136.298	100.852	50.3632	106.431	115.902
AT1G60900.1	1014.34	1187.77	884.342	1753.73	1530.39	1612.42
AT1G60910.1	0	0	0	0	0	0
AT1G60913.1	0	0	0	0	0	0
AT1G60920.1	0	0	2	0	1	0
AT1G60930.1	72	95	64	121	104	95
AT1G60940.1	220.548	184.498	244.023	433.909	395.89	273.68
AT1G60940.2	943.788	1267.89	918.773	1070.34	1226.12	1242.45
AT1G60950.1	91712.1	80848.9	86785.2	56713.9	68270	56169.3
AT1G60960.1	85.7818	21.2333	140.629	79.805	47.7189	56.2447
AT1G60960.2	105.751	106.442	0	119.483	69.0755	96.0501
AT1G60960.3	42.4674	111.324	32.3713	312.712	145.206	178.705
AT1G60970.1	1	1	0	2	3	2
AT1G60980.1	0	0	0	0	0	0
AT1G60983.1	0	0	0	0	0	0
AT1G60985.1	1	0	1	0	0	0
AT1G60986.1	0	0	0	0	0	0
AT1G60987.1	1	0	0	0	0	0
AT1G60989.1	101.588	87.643	61.5434	184.93	161.869	168.936
AT1G60990.1	117.958	93.0103	141.49	144.776	161.178	157.006
AT1G60990.2	359.876	417.596	392.263	447.388	420.768	342.012
AT1G60990.3	351.829	373.751	187.703	119.907	165.185	221.045
AT1G60995.1	472	488	420	640	730	644
AT1G61000.1	74.1604	125.917	91.9999	119	140.545	147
AT1G61010.1	391.721	282.041	655.744	360.813	217.234	415.753
AT1G61010.2	3.52074	96.1348	31.2441	76.3829	0	61.4349
AT1G61010.3	166.255	127.854	0	158.226	282.596	83.6309
AT1G61010.4	86.828	168.054	0.00263425	162.662	169.625	167.181
AT1G61010.5	53.5145	4.09878e-8	0.00926949	1.91677	0	2.90892e-4
AT1G61020.1	0	0	0	0	0	0
AT1G61030.1	203	234	176.466	317	319	393
AT1G61040.1	315.207	293.217	305.844	469.213	437.289	463.214
AT1G61040.2	0	70.1898	23.2069	36.0652	68.3431	0
AT1G61040.3	97.7926	94.5932	132.949	138.722	130.367	163.786
AT1G61050.1	0	4	4	2	1	0
AT1G61050.2	0	0	0	0	0	0
AT1G61060.1	0	0	0	0	0	0
AT1G61065.1	61	66	42.0093	93	88	81
AT1G61070.1	0	0	0	0	0	0
AT1G61080.1	7	12.0001	14	7	10	8
AT1G61080.2	0	0	0	0	0	0
AT1G61080.3	0	0	0	0	0	0
AT1G61080.4	0	0	0	0	0	0
AT1G61080.5	0	0	0	0	0	0
AT1G61080.6	0	0	0	0	0	0
AT1G61090.1	0	0	0	0	1	0
AT1G61093.1	0	0	0	2	3	2
AT1G61095.1	0	0	0	0	0	0
AT1G61097.1	0	0	0	0	0	0
AT1G61100.1	680.629	1021.46	666	997.849	1399.85	1389
AT1G61100.2	39.3708	29.3456	0	33.151	64.153	0
AT1G61105.1	0	0	0	0	0	0
AT1G61110.1	0	0	1	2	0	0
AT1G61120.1	4	12	4	320	47	16
AT1G61130.1	1	4	2	5.02853	3	2
AT1G61140.1	163.607	60.8208	365.931	754.917	592.844	861.662
AT1G61140.2	0	3.06125	0	3.88546	0	0
AT1G61140.3	254.393	433.118	0.068728	11.1977	242.805	25.3384
AT1G61150.1	14.2254	21.0292	8.08967	32.3609	28.5894	37.993
AT1G61150.10	463.73	306.531	432.396	494.059	550.304	463.077
AT1G61150.11	9.05336e-6	102.274	4.08817	37.2366	40.0006	62.9079
AT1G61150.2	17.0223	0	0	39.9559	1.60892e-5	0
AT1G61150.3	21.5237	57.3819	48.4916	26.4569	28.2378	106.781
AT1G61150.4	4.39664	2.23791	2.53819	11.5903	19.8274	19.1276
AT1G61150.5	163.623	255.04	165.684	249.832	280.551	315.048
AT1G61150.6	6.11548	1.48764e-4	2.26322	13.0073	3.23661	7.0138e-8
AT1G61150.7	125.364	85.5052	45.4484	105.501	117.253	106.421
AT1G61150.8	0	0	0	0	0	0
AT1G61150.9	0	0	0	0	0	0
AT1G61160.1	0	0	0	0	0	1.6445
AT1G61165.1	0	0	0	1	0	0
AT1G61170.1	67	68	107	119	169	164
AT1G61180.1	67.184	59.467	65.9358	245.933	121.848	239.678
AT1G61180.2	218.719	281.928	198.717	373.981	513.079	482.113
AT1G61190.1	1614.23	1704.82	1428.17	1626.75	1968.3	1914.61
AT1G61190.2	68.6028	126.116	90.6671	91.0567	124.52	125.183
AT1G61190.3	19.4214	27.9988	0	23.6919	22.1244	105.511
AT1G61190.4	257.768	306.527	230.395	347.427	426.663	348.404
AT1G61200.1	0	0	0	0	1	0
AT1G61210.1	570.291	500.09	383.443	581.612	598.101	567.247
AT1G61210.2	0.0791991	167.772	89.4385	1.53879	102.307	0
AT1G61210.3	141.63	223.139	148.119	220.85	121.592	261.753
AT1G61215.1	66.941	104.119	68.5008	68.6378	63.8205	64.4946
AT1G61215.2	22.059	16.8805	27.4992	36.3622	24.1795	47.5054
at1g61224	0	0	0	2	1	0
at1g61226	0	0	0	0	0	0
AT1G61230.1	0	1	0	2	1	2
AT1G61240.1	13.4618	49.9634	2.61967e-4	37.1488	69.2759	126.159
AT1G61240.2	0	0	0	0	0	0
AT1G61240.3	0	0	0	0	19.3895	26.5976
AT1G61240.4	9.29453	19.2154	29.4097	78.2338	29.9485	79.91
AT1G61240.5	116.19	165.651	61.5198	154.01	111.671	111.626
